idx,date,direction,label,fvg_top,fvg_bottom,target_price,stop_price,fvg_present,fvg_size_atr,fvg_distance,fvg_mitigated,ob_present,ob_size_atr,ob_distance,ob_vol_ratio,bos_count,choch_count,swing_count,trend_align,nearby_liq_count,body_ratio,vol_ratio,upper_wick_atr,lower_wick_atr,candle_align,dist_to_high_atr,dist_to_low_atr,atr_val
7343,2024-11-01 23:00:00+00:00,1,1,69480.8,69461.5,73660.0,65557.203125,1,0.02679465693517924,0.0,1,1,1.6926383489850374,6.72,2.6967952099407695,31,9,6,0,26,0.19941241277271798,0.260964287662653,0.19353239257840762,0.10912228161163402,1,4.844418440911927,0.934342182247301,720.2928571428565
7387,2024-11-03 19:00:00+00:00,1,1,68483.1,68429.9,73660.0,65557.203125,1,0.11332927571518076,0.0,1,1,2.5971902579123727,8.48,2.6967952099407695,31,9,6,0,26,0.9486785064893241,0.9621645787068572,0.04558734023127214,0.032592818015831124,1,3.2788800973828516,2.606147291539871,469.4285714285683
7388,2024-11-03 20:00:00+00:00,1,1,68943.7,68691.4,73660.0,65557.203125,1,0.530217058452681,0.0,1,1,2.562180548050098,8.52,2.6967952099407695,31,9,6,0,26,0.5789689874598641,0.74602126858992,0.03803776757033889,0.39277672701070887,1,2.0199945960551617,3.1634393106968104,475.8428571428532
7393,2024-11-04 01:00:00+00:00,1,1,68864.5,68762.5,73660.0,65557.203125,1,0.1924683936706481,0.0,1,1,2.300554542820185,8.72,2.6967952099407695,31,9,6,1,26,0.5423982869262932,0.9345569337294322,0.10925411758362162,0.29398603660674055,1,1.7944847292233956,2.8596652020379136,529.9571428571404
7395,2024-11-04 03:00:00+00:00,1,1,,,73660.0,65557.203125,1,0.18847255401428104,0.08,1,1,2.252792690089358,8.8,2.6967952099407695,31,10,6,1,26,0.49427517949748284,0.8469556098302589,0.3817493103857996,0.09977958741932526,0,1.624374727783878,2.933150316100673,541.1928571428559
7430,2024-11-05 14:00:00+00:00,1,1,69180.0,68946.0,73660.0,66810.0,1,0.547551395620926,0.0,1,1,1.8965401972254723,0.68,2.249827856484007,31,10,6,1,26,0.7383526383478833,4.738152203856117,0.8248370382751129,0.1265920106969884,1,-1.0581313722212868,7.341634631455792,427.35714285714283
10185,2025-02-28 09:00:00+00:00,1,0,79500.6,79413.3,99431.5,66810.0,1,0.05623059050861674,0.0,1,1,0.522049182213429,110.88,2.249827856484007,40,15,6,0,26,0.7356869184415077,1.0461197316028228,0.2551310068781521,0.055908536725634984,1,5.787821766234956,1.3524326562535907,1552.5357142857163
10189,2025-02-28 13:00:00+00:00,1,0,81037.2,80797.5,99431.5,66810.0,1,0.1569766625970033,0.0,1,1,0.5307867544216635,111.04,2.249827856484007,40,15,6,0,26,0.6242249585134548,1.108679163862901,0.16549020708495102,0.11630811546612031,1,5.0861224547074695,2.1363102672411,1526.9785714285722
10190,2025-02-28 14:00:00+00:00,1,0,81943.0,81715.0,99431.5,66810.0,1,0.14390110856148475,0.0,1,1,0.5115431951275587,111.08,2.249827856484007,40,15,6,0,26,0.4059338255372863,1.3053496885356304,0.28022847456710187,0.2682367155203115,1,4.156091227532356,2.4335697122428654,1584.4214285714293
10442,2025-03-11 02:00:00+00:00,1,0,79240.0,79095.9,92780.3,66810.0,1,0.09237306373256436,0.0,1,1,0.5195584188427508,121.16,2.249827856484007,40,15,6,0,26,0.3162510276744655,0.5920512345068791,0.19634885094575705,0.12352733782973982,1,4.587050188418356,1.7659857965081938,1559.978571428568
15528,2025-10-09 00:00:00+00:00,-1,1,122981.2,122806.0,120516.0,124170.6015625,1,0.23430962343095885,0.0,1,1,1.6942039342962525,0.28,2.2179468076120954,40,22,6,0,26,0.915009041572929,0.4293258577689513,0.056571330314671264,0.0,1,3.294510995204522,3.030511453736082,747.7285714285701
15529,2025-10-09 01:00:00+00:00,-1,1,122782.0,122496.6,120516.0,124170.6015625,1,0.37965470387578487,0.0,1,1,1.685172944993968,0.32,2.2179468076120954,40,22,6,0,26,0.535158447392914,0.8168267687794653,0.03192611385080246,0.2978440371331229,1,3.4605246904782225,2.634702545537481,751.7357142857135
15541,2025-10-09 13:00:00+00:00,-1,1,122640.3,122533.4,120516.0,124170.6015625,1,0.1603522907470236,0.0,1,1,1.9002341774525329,0.8,2.2179468076120954,40,22,6,1,26,0.8336372255792129,2.7546266015239476,0.14820211717310666,0.19395277075387204,1,4.111558736553374,2.761539450563576,666.6571428571436
15566,2025-10-10 14:00:00+00:00,-1,1,121313.6,120583.7,109136.5,124170.6015625,1,1.1616401605147546,0.0,1,1,2.0161271414280395,1.8,2.2179468076120954,40,22,6,1,26,0.7366668760554365,2.8820094782829755,0.6221196585082962,0.045039617129132264,1,5.94300135278005,1.374424500096616,628.335714285713
15567,2025-10-10 15:00:00+00:00,-1,1,120408.1,119403.4,109136.5,124170.6015625,1,1.3337821692048188,0.0,1,1,1.681737338561325,1.84,2.2179468076120954,40,22,6,1,26,0.6812392905076579,7.2619748595139235,0.1956797966963076,0.7180678563978201,1,6.910258112234266,-0.8064822014451261,753.2714285714277
15568,2025-10-10 16:00:00+00:00,-1,1,118424.4,118379.7,109136.5,124170.6015625,1,0.05661401508982973,0.0,1,1,1.604449657583819,1.88,2.2179468076120954,40,22,6,1,26,0.6503909366471174,2.740505411184261,0.5549946624690121,0.0,1,7.6252872315403,-0.3475365937505584,789.557142857142
15569,2025-10-10 17:00:00+00:00,-1,1,118150.0,117825.2,109136.5,124170.6015625,1,0.4048072643105184,0.0,1,1,1.5788538791952325,1.92,2.2179468076120954,40,22,6,1,26,0.6486486486411278,2.2570158877315927,0.28628149203240166,0.09123119380396706,1,8.200587554526866,-0.6969464969286905,802.3571428571407
15570,2025-10-10 18:00:00+00:00,-1,1,117517.6,117300.0,109136.5,124170.6015625,1,0.2646581007236823,0.0,1,1,1.5407634309816125,1.96,2.2179468076120954,40,22,6,1,26,0.6214953270934452,1.1102210677618523,0.2850912629118931,0.020311536222815285,1,8.504209127159976,-0.4124336486920947,822.1928571428549
15646,2025-10-13 22:00:00+00:00,-1,0,115491.8,115443.3,101516.5,124170.6015625,1,0.06073399583180541,0.0,1,1,1.5863527960894135,5.0,2.2179468076120954,40,22,6,0,26,0.5119487558385967,0.3393479817947404,0.15790838916268313,0.09016180824515442,1,0.5869283267292169,7.441229349099741,798.5642857142842
15647,2025-10-13 23:00:00+00:00,-1,0,115371.3,115360.2,101516.5,124170.6015625,1,0.01389721072071273,0.0,1,1,1.5860406922671086,5.04,2.2179468076120954,40,22,6,0,26,0.645557287594601,0.6385771321883608,0.0001252000965902195,0.22761377558775564,1,1.0017259727600454,7.024852219171719,798.7214285714269
15649,2025-10-14 01:00:00+00:00,-1,0,114800.1,114237.5,101516.5,124170.6015625,1,0.7145034290068659,0.0,1,1,1.6088451708153428,5.12,2.2179468076120954,40,22,6,0,26,0.7956964368255889,0.7789094668225384,0.04292608585217543,0.18135636271272926,1,2.15367030734062,5.977774955549908,787.3999999999994
15650,2025-10-14 02:00:00+00:00,-1,0,114073.4,113639.0,101516.5,124170.6015625,1,0.5600103132654308,0.0,1,1,1.6331116249838873,5.16,2.2179468076120954,40,22,6,1,26,0.9679773607243589,1.0353950477013738,0.027587985045757643,0.00012891581795960934,1,3.024107257960559,5.229985819260022,775.6999999999991
15651,2025-10-14 03:00:00+00:00,-1,0,113566.1,113534.3,101516.5,124170.6015625,1,0.0446996927649191,0.0,1,1,1.7806849158617664,5.2,2.2179468076120954,40,22,6,1,26,0.2920168067158902,1.3734758112251038,0.10247193718748565,0.32386192493824395,1,3.473362918934119,5.477539709632734,711.4142857142849
16072,2025-10-31 16:00:00+00:00,-1,1,110081.9,109387.2,106200.0,111233.0,1,0.7652145178168163,0.0,1,1,1.2679424602081832,0.04,1.3980118390617027,41,23,6,0,26,0.8184690157909035,1.2363108454636562,0.12458005177065726,0.20454920967119786,1,4.473536377154817,2.8781186319325798,907.8500000000006
16093,2025-11-01 13:00:00+00:00,-1,1,109956.5,109945.8,106200.0,111233.0,1,0.03159670955493762,0.0,1,1,3.3991609101455387,0.88,1.3980118390617027,41,23,6,0,26,0.20110957003603025,1.0586034855815782,0.12668213457074845,0.723771356253972,1,3.937481543978046,10.924783800885905,338.64285714285717
16101,2025-11-01 21:00:00+00:00,-1,1,110248.9,110060.2,106200.0,111233.0,1,0.6323726541554876,0.0,1,1,3.857578962801617,1.2,1.3980118390617027,41,23,6,0,26,0.9263301500524201,0.8833645950691495,0.10556300268096537,0.03920911528149167,1,4.751340482573746,12.1152815013405,298.39999999999935
16119,2025-11-02 15:00:00+00:00,-1,1,110138.5,110097.3,106200.0,111233.0,1,0.08069164265129149,0.0,1,1,2.254472716907763,1.92,1.3980118390617027,41,23,6,0,26,0.6345833333200946,1.1218553155912911,0.27282392770208574,0.07070311407068684,1,2.2854145099465586,2.87140818667639,510.585714285712
16128,2025-11-03 00:00:00+00:00,-1,1,109860.9,109846.2,106200.0,111233.0,1,0.028783619351313922,0.0,1,1,2.2539366809326022,2.28,1.3980118390617027,41,23,6,1,26,0.7861523244234687,1.2752554953265802,0.4231387851578461,0.00019580693437411598,1,2.9682373180044386,0.6825829731884482,510.70714285714246
16130,2025-11-03 02:00:00+00:00,-1,1,109310.0,109116.4,106200.0,111233.0,1,0.3643549449515498,0.0,1,1,2.166371624164865,2.36,1.3980118390617027,41,23,6,1,26,0.5591987064268862,2.3976603422981695,0.18631786957749144,0.7371788839747764,1,4.18612966970924,-0.5990401806718795,531.3499999999996
16324,2025-11-11 04:00:00+00:00,-1,1,106302.5,105709.1,101300.0,107473.703125,1,0.7198710616616341,0.0,1,1,1.8393507807355038,0.12,2.817842384745059,41,24,6,0,26,0.825141776927854,0.7924640956550751,0.10821115385949912,0.07133201622127838,1,2.140809677307543,5.348688087068042,824.3142857142853
16325,2025-11-11 05:00:00+00:00,-1,1,105650.2,105300.0,101300.0,107473.703125,1,0.4373673036093381,0.0,1,1,1.8935970088672407,0.16,2.817842384745059,41,24,6,0,26,0.7935959817800428,1.0374044584671598,0.00012489072062672754,0.16410640689396047,1,2.8353940302235574,4.8749843886599145,800.7000000000002
16332,2025-11-11 12:00:00+00:00,-1,1,105090.6,104670.0,101300.0,107473.703125,1,0.5656103816266045,0.0,1,1,2.0389449076431014,0.44,2.817842384745059,41,24,6,1,26,0.6768707482932603,1.5342342145251118,0.2737952299076994,0.21166684276752976,1,3.9989433947765307,4.092135975486765,743.6214285714274
16820,2025-12-01 20:00:00+00:00,1,1,85456.0,85262.3,91934.4,83786.0,1,0.21966254364008667,0.0,1,1,2.6127010380468705,0.2,2.7336191386421604,56,27,6,0,26,0.5859590271883885,0.9797247346100934,0.37128299838804424,0.020639433630609178,1,7.326205114497009,1.9143641709800574,881.807142857142
16821,2025-12-01 21:00:00+00:00,1,1,86238.1,85801.5,91934.4,83786.0,1,0.47625874616260383,0.0,1,1,2.513174029156476,0.24,2.7336191386421604,56,27,6,0,26,0.8999701996533256,1.0872972154612146,0.09010300603075216,0.01974412117623863,1,6.0588271960854545,2.8297361736610096,916.7285714285701
16827,2025-12-02 03:00:00+00:00,1,1,86859.2,86823.0,91934.4,83786.0,1,0.03914783172920636,0.0,1,1,2.4915090705093568,0.48,2.7336191386421604,56,27,6,1,26,0.47970439002337784,0.533360737844887,0.14112685195198457,0.36898453552504806,1,5.405428787714933,3.4065102195306616,924.6999999999991
16837,2025-12-02 13:00:00+00:00,1,1,87560.0,87516.0,91934.4,83786.0,1,0.07352326844347896,0.0,1,1,3.8497759837914605,0.88,2.7336191386421604,56,27,6,1,26,0.53825705038675,1.3620669271602757,0.29893892555768087,0.36861893224163383,1,7.090149553011931,6.525691369370878,598.4500000000002
17165,2025-12-16 05:00:00+00:00,1,0,85983.8,85887.8,93547.3,83786.0,1,0.1416660517966501,0.0,1,1,3.3998353685530858,14.0,2.7336191386421604,57,27,6,0,26,0.4462509099624936,0.47812859420348675,0.2763963698074268,0.060355640817522545,1,6.369364716298966,1.344056666420722,677.6500000000004
17170,2025-12-16 10:00:00+00:00,1,0,86766.0,86392.0,93547.3,83786.0,1,0.6485736581982144,0.0,1,1,3.9953150741350947,14.2,2.7336191386421604,57,27,6,1,26,0.5840426526930815,1.1016482962009837,0.6374750715338449,0.13370328622213015,1,5.753750108384631,3.2239660105783536,576.6499999999994
17215,2025-12-18 07:00:00+00:00,1,0,86640.5,86623.5,90363.2,83786.0,1,0.03292477104833581,0.0,1,1,4.462078151370948,16.0,2.7336191386421604,57,27,6,0,26,0.6535119478402128,0.3678352179211584,0.06720526796336217,0.11814182552638144,1,6.925241402207899,2.9558697396452955,516.3285714285709
17235,2025-12-19 03:00:00+00:00,1,1,86793.5,85917.4,90363.2,83786.0,1,0.7785232343364255,0.0,1,1,2.0472987822681485,16.8,2.7336191386421604,57,27,6,0,26,0.6362215837459817,1.674577587845724,0.6103956279713304,0.030924105187647943,1,3.110271855382831,2.1811269018134274,1125.3357142857142
17362,2025-12-24 10:00:00+00:00,1,0,87042.8,86865.2,90599.0,83786.0,1,0.4392234450352566,0.0,1,1,5.697782706813411,21.88,2.7336191386421604,58,27,6,0,26,0.697128589246007,0.6923497869047661,0.28984790404351973,0.010139730431571226,1,8.794855941634724,1.2533696055397636,404.34999999999957
17950,2026-01-17 22:00:00+00:00,-1,1,95247.0,95169.5,94234.5,95621.8984375,1,0.4008571323013289,0.0,1,1,1.2610027893745233,0.28,2.297007961124467,47,26,6,0,26,0.5568181817977433,1.7152531788389564,0.0005172350094511766,0.6248198913806671,1,3.708575017549069,4.584253888498955,193.33571428571304
17975,2026-01-18 23:00:00+00:00,-1,1,95355.5,93614.1,90066.0,95621.8984375,1,5.329456771231845,0.0,1,1,0.7461266258607546,1.28,2.297007961124467,47,26,6,1,26,0.9662915411794443,8.227007905534304,0.0003060443764523991,0.19495026778882174,1,6.145065034430014,-3.689364957918922,326.7499999999979
17997,2026-01-19 21:00:00+00:00,-1,1,93055.4,93033.9,90066.0,95621.8984375,1,0.06693202285917539,0.0,1,1,0.7589682795579313,2.16,2.297007961124467,47,26,6,0,26,0.3963501568178839,0.5517060528375365,0.6369438082319848,0.022103133130257434,1,7.849725378577244,3.6376776144626253,321.2214285714311
18024,2026-01-21 00:00:00+00:00,1,0,88794.6,88489.2,95490.0,83786.0,1,0.41435452140290124,0.0,1,1,3.125837375347666,48.36,2.7336191386421604,61,27,6,0,26,0.6955084045095699,0.7050587391393967,0.06580286276372016,0.23404110982972634,1,8.947154195780465,1.5036971711552833,737.0500000000009
18042,2026-01-21 18:00:00+00:00,1,0,88230.3,88132.2,95490.0,83786.0,1,0.11382585489566208,0.0,1,1,2.6732233357920694,49.08,2.7336191386421604,61,27,6,0,26,0.5024007386841938,1.0128849101455106,0.22266240116692756,0.40262560294385724,1,5.729466757280894,1.4336720316928886,861.8428571428584
18065,2026-01-22 17:00:00+00:00,1,0,89255.9,89231.1,95490.0,83786.0,1,0.058000066820326136,0.0,1,1,5.388155779125311,50.0,2.7336191386421604,61,27,6,0,26,0.8150413223005875,1.0826655980588265,0.1789114964418158,0.08279041796129724,1,3.3782700210484045,5.36617553706858,427.58571428571514
18091,2026-01-23 19:00:00+00:00,-1,1,90411.8,90124.1,87205.5,91195.0,1,0.4448248442814829,0.0,1,1,1.9540085092989412,0.08,3.589022642930017,48,26,6,0,26,0.5771458662393139,2.5650490916565807,0.020409064805402638,0.6003666563590645,1,1.9430357379511431,4.225294871228536,646.7714285714267
18102,2026-01-24 06:00:00+00:00,-1,1,89715.5,89667.6,87205.5,91195.0,1,0.1131146158387313,0.0,1,1,2.9844237581175674,0.52,3.589022642930017,48,26,6,0,26,0.9670571009540967,0.20532560712337053,0.006139833010050011,0.004486801045781987,1,3.737269123724396,2.708138652272891,423.4642857142857
18108,2026-01-24 12:00:00+00:00,-1,1,89548.5,89500.0,87205.5,91195.0,1,0.3469419038373118,0.0,1,1,9.040496780951448,0.76,3.589022642930017,48,26,6,1,26,0.4610507245958909,0.3630633615202473,0.04578202442385106,0.37984773389202636,1,12.14225129017425,7.382351438352698,139.79285714285652
18144,2026-01-26 00:00:00+00:00,1,0,86772.9,86760.8,91195.0,83786.0,1,0.0198003600065313,0.0,1,1,3.770084171984948,53.16,2.7336191386421604,61,27,6,0,26,0.26105293775070965,1.1057078534005358,0.5603010963835853,0.27115038455244184,1,5.049091801669125,1.2873506791032525,611.0999999999996
18206,2026-01-28 14:00:00+00:00,-1,1,89909.0,89820.3,86021.7,91195.0,1,0.1979942282242962,0.0,1,1,2.8210201454104906,4.68,3.589022642930017,49,26,6,0,26,0.7832133707358425,2.094197276073066,0.0026786141360607327,0.39397949584655495,1,1.933736188395841,5.84406639136469,447.9928571428557
18216,2026-01-29 00:00:00+00:00,-1,1,89159.2,89130.0,86021.7,90592.703125,1,0.04188181296614606,0.0,1,1,1.9419194635685564,0.28,2.073440752092095,49,26,6,0,26,0.328794201618072,0.5448675762424335,0.07903040734366856,0.35929432013769297,1,2.123780837636251,2.648594377510044,697.2000000000013
18217,2026-01-29 01:00:00+00:00,-1,1,88861.5,88721.9,86021.7,90592.703125,1,0.20479932935136524,0.0,1,1,1.9862399140731397,0.32,2.073440752092095,49,26,6,1,26,0.8857234830052199,0.8456418780860304,0.026406790317510177,0.0777533270460022,1,2.979566174159065,1.9017290160326956,681.6428571428581
18258,2026-01-30 18:00:00+00:00,1,0,83875.7,83450.5,90592.7,83786.0,1,0.47884038385739425,0.0,1,1,2.594542832034239,57.72,2.7336191386421604,61,27,6,0,26,0.4250665979186022,1.8872331894783847,0.29516478035987703,1.211740952564816,1,7.540046815801544,3.262803960842049,887.9785714285701
